ประเภษ,THP,USP,EUHM,รายการโรค,Test 70,Test 40,Test 80,ซื่อวัตถุ,ชื่อวิทยาศาสตร์ ,ซื่อวงศ์/อื่น,ลักษณะและชนิด,ส่วนที่ใช้,เย็น,ร้อน,สขุม,ฝาด,หวาน,ขม,เผ็ด,มัน,หอม,เค็ม,เปรี้ยว,เมา,เบื่อ,จืด,อื่น,สรรพคุณ,สารสาคัญและฤทธิ์ทางเภสัชวิทยา,วิธีใช้,ข้อห้าม หรือ ควรระวัง,ฮื่นๆ,MEdchinA
สมุนไพร,,,,ท้องอืด ท้องเฟ้อ และแน่นจุกเสียด,,,●,ข่า,Alpinia galanga,"Methyl cinnamate, Cineol, camphor",ใช้เหง้าแก่สด หรือแห้ง ครั้งละขนาดเท่าหวั แม่มือ(สดหนัก 5 กรัม แห้งหนัก 2 กรัม) ทุบให้แตก ต้มเอาน้ำดื่ม,เหง้า,,●,,,,●,●,,,,,,,,,ขับลม บำรุงธาตุ ยาระบายอ่อนๆ แก้ไอ แก้บิด ช่วยย่อยอาหาร ต้านเชื้อแบคทีเรีย ท้องอืด ท้องเฟ้อ และแน่นจุกเสียด,,ใช้เหง้าแก่สด หรือแห้ง ครั้งละขนาดเท่าหวั แม่มือ(สดหนัก 5 กรัม แห้งหนัก 2 กรัม) ทุบให้แตก ต้มเอาน้ำดื่ม,,,
สมุนไพร,,,,โรคกลากเกลื้อน,,,,ข่า,Languas galangal,,,เหง้าแก่สดหรือแหง,,,,,,,,,,,,,,,,โรคกลากเกลื้อน,,นำไปแช่เหล้าขาวทิ้งไว้ 1 คืน ใช้น้ำยาทาบริเวณที่เป็น ทาวันละ 3-4 ครั้ง จนกว่าจะหาย เมื่อหายแล้ว ทาต่ออีก 7 วัน,,,
สมุนไพร,,,,,●,,,ขิง,Zingiber officinale,,,เหง้าแก่สด,,●,,,●,,●,,,,,,,,,แก้ลมและแน่นจุกเสียด แก้เสมหะ แก้คลื่นเหียน อาเจียน ท้องอืด ท้องเฟ้อ คลื่นไส้อาเจียน อาการไอ ระคายคอจากเสมหะ เจริญอากาสธาตุ,,ใช้เหง้าแก่สดขนาดเท่าหัวแม่มือ(ประมาณ 5 กรัม) ทุบให้แตก ต้มเอาน้ำดื่ม เหง้าขิงแก่ฝนกับน้ำมะนาว หรือเหง้าขิงสดตาผสมน้ำเล็กน้อยคั้นเอาน้ำและแทรกเกลือนิดหน่อย ใช้กวาดคอหรือจิบบ่อยๆ,,,
สมุนไพร,,,,ท้องผูก,,,,ขี้เหล็ก,Cassia siamea,,ใบขี้เหล็ก 4-5 กำมือ ต้มน้ำดื่ม ก่อนอาหารเป็นยาระบายหรือเวลามีอาการ ยังมีสรรพคุณช่วยลดอาการนอนไม่หลับ,ใบอ่อนและดอก,,,,,,,,,,,,,,,,,"ใบพบสารแอนทราควิโนนหลายชนิด เช่น Rhein, Sennoside, Chrysophanol, Aloe-emodin เป็นต้น มีฟทธิ์เป็นยาระบาย",ใบขี้เหล็ก 4-5 กำมือ ต้มน้ำดื่ม ก่อนอาหารเป็นยาระบายหรือเวลามีอาการ ยังมีสรรพคุณช่วยลดอาการนอนไม่หลับ,,,
สมุนไพร,,,,อาการเบื่ออาหาร,,,,ขี้เหล็ก,Cassia siamea,,ใช้ดอกตูมและใบอ่อนปรุงเป็นอาหาร ,ใบอ่อนและดอก,,,,,,,,,,,,,,,,,,ใช้ดอกตูมและใบอ่อนปรุงเป็นอาหาร ,ไม่ควรคั้นน้ำหลายครั้งจะทำให้รสขมหมดไป,,
สมุนไพร,,,,อาการนอนไม่หลับ,,,,ขี้เหล็ก,Cassia siamea,,ต้ม เอาน้ำรับประทาน ก่อนนอน หรือใช้ใบอ่อนทาเป็นยาดองเหล้าแช่ไว้ 7 วัน ดื่มครั้งละ 1-2 ชอ้ นชา ก่อนนอน,ใบและดอก,,,,,,,,,,,,,,,,,,ต้ม เอาน้ำรับประทาน ก่อนนอน หรือใช้ใบอ่อนทาเป็นยาดองเหล้าแช่ไว้ 7 วัน ดื่มครั้งละ 1-2 ชอ้ นชา ก่อนนอน,,,
สมุนไพร,,,,โรคกลากเกลื้อน,,,,ชุมเห็ดเทศ,Cassia alata,,ขยี้หรือตาใบชุมเห็ดเทศสดเติมน้ำเล็กน้อย หรือใช้ใบชุมเห็ดเทศกับหัวกระเทียมเท่าๆกันผสมปูนแดงที่กินกับหมากเล็กน้อย ตาผสมกนัทาบริเวณที่เป็นกลาก,ใบสดหรือแห้ง,,,,,,,,,,,,,,,,,,ขยี้หรือตาใบชุมเห็ดเทศสดเติมน้ำเล็กน้อย หรือใช้ใบชุมเห็ดเทศกับหัวกระเทียมเท่าๆกันผสมปูนแดงที่กินกับหมากเล็กน้อย ตาผสมกนัทาบริเวณที่เป็นกลาก,,,
สมุนไพร,,,,ฝี แผลพุพอง,,,,ชุมเห็ดเทศ,Cassia alata,,นำใบชุมเห็ดเทศ 1 กำมือ ต้ม กับน้ำพอท่วมยา แล้วเคี่ยวให้เหลือ1 ใน3ชะล้างบริเวณที่เป็นวันละ 2 ครั้ง เช้า-เย็น ถ้าเป็นมากให้ให้ใช้ประมาณ 10 กำมือ ต้มอาบ,ใบสดหรือแห้ง,,,,,,,,,,,,,,,,,,นำใบชุมเห็ดเทศ 1 กำมือ ต้ม กับน้ำพอท่วมยา แล้วเคี่ยวให้เหลือ1 ใน3ชะล้างบริเวณที่เป็นวันละ 2 ครั้ง เช้า-เย็น ถ้าเป็นมากให้ให้ใช้ประมาณ 10 กำมือ ต้มอาบ,,,
สมุนไพร,,,,ท้องผูก,●,,,ชุมเห็ดเทศ,Cassia alata,,,ดอกสด,,,,,,,,,,,,,●,,เอียน,แก้กลากเกลื้อน โรคผวิหนังและอาการท้องผูก,,ใช้ดอกสด 1-2 ช่อ ต้มรับประทานกับน้ำพริก ใบแห้ง 12 ใบชงน้ำดื่ม หรือบดเป็นผงปั้นกับน้ำผึ้เป็นลูกกลอน รับประทานครั้งละ 3 เม็ด ก่อนนอน หรือเมื่อมีอาการท้องผูก,,,
สมุนไพร,,,,ท้องผูก,●,,,ชุมเห็ดเทศ,Cassia alata,,,ใบสดหรือแห้ง,,,,,,,,,,,,,●,,เอียน,แก้กลากเกลื้อน โรคผวิหนังและอาการท้องผูก,,ใช้ดอกสด 1-2 ช่อ ต้มรับประทานกับน้ำพริก ใบแห้ง 12 ใบชงน้ำดื่ม หรือบดเป็นผงปั้นกับน้ำผึ้เป็นลูกกลอน รับประทานครั้งละ 3 เม็ด ก่อนนอน หรือเมื่อมีอาการท้องผูก,,,
สมุนไพร,,,,,,,,ชุมเห็ดเทศ,Cassia data L.,"CANDELABRA BUSH, RINGWORM BUSH",ไม้พุ่ม,ใบ,,,,,,,,,,,,,●,,เอียน,ตำหรือขยี้ทาแก้กลากเกลื้อน,,,,ใบประกอบแบบขนนก,
สมุนไพร,,,,,,,,ชุมเห็ดเทศ,Cassia data L.,"CANDELABRA BUSH, RINGWORM BUSH",ไม้พุ่ม,ต้น,,,,,,,,,,,,,●,,เอียน,ขับพยาธิไส้เดือน,,,,ใบประกอบแบบขนนก,
สมุนไพร,,,,,,,,ชุมเห็ดเทศ,Cassia data L.,"CANDELABRA BUSH, RINGWORM BUSH",ไม้พุ่ม,ดอก,,,,,,,,,,,,,●,,เอียน,ระบายอ่อนๆ,,,,ใบประกอบแบบขนนก,
สมุนไพร,,,,,,,,ชุมเห็ดเทศ,Cassia data L.,"CANDELABRA BUSH, RINGWORM BUSH",ไม้พุ่ม,ต้น ราก ใบ,,,,,,,,,,,,,●,,เอียน,แก้กระษัยเส้น แก้ท้องผูก ขับปัสสาวะ,,,,ใบประกอบแบบขนนก,
สมุนไพร,,,,อาการขัดเบา,,,,ชุมเห็ดไทย,Senna tora,,1.อาการท้องผูก ใช้เมล็ด แห้งคั่ว 2 ช้อนโต๊ะ ต้มหรือชงน้ำร้อนดื่ม ดื่มแล้วอาจมีอาการง่วงนอน 2.อาการขัดเบา ใช้เมล็ด แห้งคั่ว 1-3 ช้อนโต๊ะ ใส่น้ำ 1 ลิตร ต้มให้เหลือ 600 มิลลิลิตรแบ่งดื่ม 3 ครั้ง ๆ ละ 200 มิลลิลิตร หลังอาหาร,เมล็ดแห้งที่ผ่านการคั่วแลว,,,,,,,,,,,,,,,,ยาระบาย ขับปัสสาวะ,,1.อาการท้องผูก ใช้เมล็ด แห้งคั่ว 2 ช้อนโต๊ะ ต้มหรือชงน้ำร้อนดื่ม ดื่มแล้วอาจมีอาการง่วงนอน 2.อาการขัดเบา ใช้เมล็ด แห้งคั่ว 1-3 ช้อนโต๊ะ ใส่น้ำ 1 ลิตร ต้มให้เหลือ 600 มิลลิลิตรแบ่งดื่ม 3 ครั้ง ๆ ละ 200 มิลลิลิตร หลังอาหาร,,,
สมุนไพร,,,,,,,,ชุมเห็ดไทย,Senna torn (L.) Roxb.,"Foetid cassia, Sickle senna",ไม้ล้มลุก หรือไม้พุ่ม,เมล็ด,,,,,,●,,,●-,,,,,,,บำรุงหัวใจให้ชุ่มชื่น ทำให้นอนหลับ แก้กระษัย ขับปัสสาวะ,,ควให้เกรียม ตำผง ชงนาร้อนเหมือนกาแฟ,,ใบประกอบใบย่อยมี3คู่ รูปไข่กลบปลายกลม โคนสอบกลม,
สมุนไพร,,,,,,,,ชุมเห็ดไทย,Senna torn (L.) Roxb.,"Foetid cassia, Sickle senna",ไม้ล้มลุก หรือไม้พุ่ม,ใช้ทั้ง5,,,,,,●,,,,,,,●,,,แก้ไข้ ขับพยาธิในท้องเล็ก,,,,ใบประกอบใบย่อยมี3คู่ รูปไข่กลบปลายกลม โคนสอบกลม,
สมุนไพร,,,,ท้องอืด ท้องเฟ้อ และแน่นจุกเสียด,●,,,ดีปลี,Piper retrofractum,,ผลแก่แห้ง ประมาณ10 ดอก ใส่น้ำประมาณครึ่งลิตรต้มเอาน้ำดื่ม,ผลแก่จัดตากแดดให้แห้ง,,●,,,,●,●,,,,,,,,,ขับลม บำรุงธาตุ แก้จุกเสียด,,ผลแก่แห้ง ประมาณ10 ดอก ใส่น้ำประมาณครึ่งลิตรต้มเอาน้ำดื่ม,,,
